ts,close,volume
1704067200.0,99.95909941892764,6486.3064876156
1704067260.0,100.71213780405459,20102.076377425066
1704067320.0,99.7497318150106,43659.977878792386
1704067380.0,101.21244601175965,32317.95724098244
1704067440.0,100.88633807992468,66096.57913299721
1704067500.0,101.39165227621677,23928.457693215743
1704067560.0,101.89314800125071,32178.82615111082
1704067620.0,102.03766464310019,13276.536974320139
1704067680.0,102.2926515751963,3213.406557086899
1704067740.0,102.14298431072905,13744.459391341716
1704067800.0,102.22915880681948,25292.08364460122
1704067860.0,102.74094064864136,15083.27954311191
1704067920.0,102.3860185299281,18770.129738293148
1704067980.0,101.37079244579783,30155.623005775702
1704068040.0,101.71680595565024,58822.10432987447
1704068100.0,102.20377606478287,22842.233800119408
1704068160.0,101.00728512086495,834.4184885192943
1704068220.0,100.8930603009197,59530.53682161639
1704068280.0,100.78099176662955,26102.956761967875
1704068340.0,100.64632963025824,24262.756220569237
1704068400.0,99.99976657237053,8373.561197216719
1704068460.0,100.04862592194719,150437.55181619507
1704068520.0,100.06543029346888,14513.353585937575
1704068580.0,99.68938001758684,6022.282735702542
1704068640.0,99.67520015340273,28197.208361526336
1704068700.0,98.9281644839623,32837.144934967044
1704068760.0,99.35275419356574,102758.61483854445
1704068820.0,98.95606601074897,7470.77454893102
1704068880.0,98.99911812312082,62403.257802152955
1704068940.0,98.76536138713135,7953.7443257774075
1704069000.0,98.72502494859206,46736.24191081511
1704069060.0,98.34215772353174,33117.538281146
1704069120.0,97.56028310224488,72087.29079811776
1704069180.0,97.53684451018016,10640.52885812237
1704069240.0,97.3252779468948,29177.99199742037
1704069300.0,97.22879887661192,10548.830362052671
1704069360.0,96.54627301758276,30395.769050745443
1704069420.0,96.69538056694824,29360.51707926872
1704069480.0,96.62617925245915,28496.969188263032
1704069540.0,96.84504849488673,7519.074947902499
1704069600.0,96.46676702235952,28170.33131701726
1704069660.0,96.1304770390184,57048.9465146402
1704069720.0,95.7550388535522,36727.427293720306
1704069780.0,95.615465632284,134156.70461459988
1704069840.0,96.20911891747156,110558.18195261006
1704069900.0,95.82362517599951,68927.53484490927
1704069960.0,96.2386572538309,2383.522954268969
1704070020.0,96.24646137833204,2398.1886244459442
1704070080.0,96.01048516500941,6880.262907780856
1704070140.0,95.90365865686566,2438.3884378021758
1704070200.0,95.9771982749423,30222.397479964682
1704070260.0,95.94876100841294,3884.5224774101907
1704070320.0,96.34252826420285,45293.90577173346
1704070380.0,96.07832057961478,34207.1344739881
1704070440.0,96.31442376515811,9777.605261366274
1704070500.0,96.93899166553868,29910.267324014105
1704070560.0,97.15307170425699,88061.1755962478
